iter	Logloss
169	0.001068819524
170	0.00106649292
171	0.001061735388
172	0.001055600394
173	0.001048235486
174	0.00104678138
175	0.001043247136
176	0.00103891919
177	0.001036769356
178	0.001034581104
179	0.001030766957
180	0.001025881037
181	0.00101803753
182	0.001017012976
183	0.001014850392
184	0.001011527018
185	0.001007460431
186	0.001000521014
187	0.0009993623242
188	0.0009957552762
189	0.000992834461
190	0.0009889419901
191	0.0009870391347
192	0.000980364943
193	0.0009796793979
194	0.0009771416388
195	0.0009727105345
196	0.0009697991191
197	0.0009672564411
198	0.0009642484503
199	0.0009536171785
200	0.0009520764926
201	0.0009505486819
202	0.0009423536553
203	0.0009382540638
204	0.0009350945178
205	0.0009333081939
206	0.0009303205362
207	0.0009246114851
208	0.0009237118181
209	0.0009213000538
210	0.0009127719557
211	0.000911258545
212	0.0009056646845
213	0.0009041688019
214	0.0009025280546
215	0.0008999500213
216	0.0008972178387
217	0.0008963590173
218	0.0008933705366
219	0.0008919082569
220	0.0008909624697
221	0.0008895412433
222	0.0008870949891
223	0.0008856203206
224	0.0008838364738
225	0.0008805964199
226	0.000877398649
227	0.0008741621136
228	0.0008727219898
229	0.0008703871604
230	0.0008681600696
231	0.0008670679898
232	0.0008642296726
233	0.0008621110173
234	0.0008608244447
235	0.0008563224403
236	0.0008530517193
237	0.0008497487976
238	0.0008486046598
239	0.0008459939144
240	0.0008415676713
241	0.0008394613121
242	0.0008375466184
243	0.0008354956197
244	0.0008330047037
245	0.0008310626671
246	0.0008299976956
247	0.0008275284202
248	0.0008212580818
249	0.0008194404326
250	0.000812697589
251	0.0008103822523
252	0.0008068584131
253	0.0008057683703
254	0.0008006933316
255	0.0007972440648
256	0.0007952596622
257	0.0007901711815
258	0.0007882426954
259	0.0007865242136
260	0.0007847353217
261	0.0007829141488
262	0.0007805750375
263	0.0007783433303
264	0.0007740327973
265	0.0007731095441
266	0.0007711541114
267	0.0007663096012
268	0.000760795914
269	0.0007580001672
270	0.0007568948015
271	0.0007558222826
272	0.0007539078296
273	0.0007521263227
274	0.0007505818707
275	0.0007476817287
276	0.0007459035894
277	0.0007452186687
278	0.000739354391
279	0.0007379785534
280	0.0007329354291
281	0.0007303990187
282	0.0007267972021
283	0.0007255395359
284	0.0007244159083
285	0.0007217403159
286	0.000717795595
287	0.0007167319719
288	0.0007146544328
289	0.000713210847
290	0.0007122630653
291	0.0007105864171
292	0.0007097356435
293	0.0007044346416
294	0.0007018154469
295	0.0007001829881
296	0.000695926104
297	0.0006951248317
298	0.0006934485289
299	0.0006917996475
300	0.0006901697444
301	0.0006882593927
302	0.0006866990049
303	0.0006851483196
304	0.0006835586781
305	0.0006820143806
306	0.0006805128799
307	0.0006791496659
308	0.0006778354074
309	0.0006765962366
310	0.0006750769709
311	0.0006735805406
312	0.0006725478465
313	0.0006701964453
314	0.0006683844181
315	0.0006666155063
316	0.0006657585025
317	0.0006637750502
318	0.0006609838875
319	0.0006563002594
320	0.0006558231672
321	0.0006548589299
322	0.0006527919478
323	0.0006486864991
324	0.0006475982509
325	0.0006458247084
326	0.0006425251593
327	0.0006403051021
328	0.0006387611413
329	0.0006379058909
330	0.0006335760002
331	0.0006300886691
332	0.000619939261
333	0.0006169683898
334	0.0006136631434
335	0.0006093161469
336	0.0006083797568
337	0.0006054127095
338	0.0006040779144
339	0.0006019080274
340	0.000599327776
341	0.0005977708496
342	0.0005961657235
343	0.0005932454042
344	0.000592407979
345	0.0005885042073
346	0.0005872999291
347	0.0005837786853
348	0.0005804142868
349	0.0005788550728
350	0.0005751208863
351	0.0005736373273
352	0.0005709597963
353	0.0005695870077
354	0.000568335796
355	0.0005645613718
356	0.000563180372
357	0.0005618516743
358	0.0005568505141
359	0.0005555671703
360	0.0005533431579
361	0.0005526004502
362	0.0005514627972
363	0.0005496484462
364	0.0005490814029
365	0.0005455184066
366	0.0005425333248
367	0.0005395368514
368	0.0005369131872
369	0.0005340808704
370	0.0005333946134
371	0.0005321614877
372	0.0005262520225
373	0.0005258691628
374	0.0005244908403
375	0.0005237186459
376	0.0005227395048
377	0.0005196301684
378	0.0005159055594
379	0.000514754022
380	0.000513678572
381	0.0005118325022
382	0.0005080442117
383	0.0005072932555
384	0.0005064078603
385	0.0005044227456
386	0.0005028406806
387	0.0004999142534
388	0.0004984515394
389	0.0004972397626
390	0.0004945433877
391	0.0004928667752
392	0.0004913234795
393	0.0004903105608
394	0.0004874195045
395	0.0004866496128
396	0.0004853220089
397	0.0004827658651
398	0.0004820774071
399	0.0004799050116
400	0.0004787041934
401	0.0004780579893
402	0.0004769932295
403	0.0004755009634
404	0.0004739706184
405	0.0004730491005
406	0.0004706714615
407	0.0004701913724
408	0.0004680960827
409	0.0004651923891
410	0.0004606115437
411	0.0004554884746
412	0.0004545527378
413	0.0004538283961
414	0.0004520132336
415	0.0004504308738
416	0.0004478590009
417	0.0004452284347
418	0.0004427777117
419	0.0004408825915
420	0.0004381385818
421	0.0004261751815
422	0.0004247293038
423	0.0004233870547
424	0.0004207871601
425	0.0004204447119
426	0.0004163018399
427	0.0004142902797
428	0.0004035730995
429	0.0004033841659
430	0.0004009328658
431	0.0003999526086
432	0.0003988970532
433	0.0003981336887
434	0.0003974596006
435	0.0003952524235
436	0.0003951162428
437	0.0003923889274
438	0.0003875030412
439	0.0003864945017
440	0.0003860017525
441	0.0003838648639
442	0.0003821416138
443	0.0003818473963
444	0.0003811772111
445	0.0003746017966
446	0.0003742270651
447	0.0003705925748
448	0.0003699558105
449	0.0003694272234
450	0.0003663648047
451	0.0003659967356
452	0.000365312209
453	0.0003633994707
454	0.0003623155127
455	0.000357976865
456	0.0003563008654
457	0.0003546926039
458	0.0003544293405
459	0.0003523386819
460	0.0003518384471
461	0.0003512132053
462	0.0003484885372
463	0.0003479050282
464	0.000344113288
465	0.0003431232333
466	0.0003423229277
467	0.0003404696673
468	0.0003370263722
469	0.0003355207989
470	0.0003340835245
471	0.0003326042818
472	0.0003312075833
473	0.0003284471081
474	0.0003278871623
475	0.0003266555274
476	0.0003261748642
477	0.0003239966224
478	0.0003237682438
479	0.0003215313485
480	0.0003189399863
481	0.0003165221591
482	0.000316149979
483	0.0003139188791
484	0.0003134819504
485	0.0003129111863
486	0.0003115333794
487	0.0003096302186
488	0.0003083686968
489	0.0003079085871
490	0.0003044071853
491	0.0003032097819
492	0.0003028536586
493	0.0003002127467
494	0.0002987133617
495	0.0002971739061
496	0.0002968684562
497	0.0002959878741
498	0.0002945100456
499	0.0002940148915
500	0.0002927950343
501	0.0002906756344
502	0.0002888530678
503	0.0002885619532
504	0.0002874830794
505	0.0002870582958
506	0.0002856238575
507	0.0002832615618
508	0.0002825304693
509	0.0002820563619
510	0.0002776322163
511	0.0002767667019
512	0.0002749339955
513	0.0002738310351
514	0.0002728600773
515	0.0002720767493
516	0.0002710616638
517	0.0002699140041
518	0.0002692974423
519	0.0002690912398
520	0.0002683151614
521	0.0002671446504
522	0.0002667466422
523	0.0002662819838
524	0.000265584901
525	0.000264714011
526	0.0002643278919
527	0.0002631368077
528	0.0002610611266
529	0.0002604495677
530	0.0002592108124
531	0.0002577100758
532	0.0002574472334
533	0.0002567117099
534	0.0002563002951
535	0.0002541488246
536	0.0002511826547
537	0.0002507180317
538	0.0002501017119
539	0.0002476282405
540	0.000246016823
541	0.0002456587196
542	0.0002448254298
543	0.0002440466097
544	0.0002414821
545	0.0002411569885
546	0.0002393535774
547	0.0002384149048
548	0.0002373142622
549	0.000236106807
550	0.0002354782625
551	0.0002353145469
552	0.000233608477
553	0.000231759415
554	0.0002305980081
555	0.0002288404408
556	0.0002283857409
557	0.0002280950324
558	0.0002279811048
559	0.000226936722
560	0.0002261851495
561	0.0002253917735
562	0.0002252963768
563	0.0002241389492
564	0.0002230018833
565	0.0002220172106
566	0.0002212314417
567	0.0002206282109
568	0.000219898824
569	0.0002193129363
570	0.0002184103988
571	0.0002168704555
572	0.0002157533101
573	0.0002141806348
574	0.0002125929252
575	0.0002113065824
576	0.0002105861215
577	0.0002103320622
578	0.0002085222216
579	0.0002082962501
580	0.0002079449032
581	0.0002074668199
582	0.0002060307671
583	0.0002054988289
584	0.0002049513048
585	0.0002047029968
586	0.0002044880562
587	0.0002036352897
588	0.0002021211442
589	0.0002018207989
590	0.0002011835229
591	0.0001994162402
592	0.0001984429078
593	0.0001981720074
594	0.0001979342135
595	0.0001976933697
596	0.0001970462754
597	0.000196577459
598	0.0001961542188
599	0.0001953589225
600	0.0001950236788
601	0.0001944877131
602	0.000193807721
603	0.0001926848385
604	0.0001922793899
605	0.0001916366569
606	0.0001910164208
607	0.0001901840255
608	0.0001893527065
609	0.0001890176867
610	0.0001879288348
611	0.0001873859574
612	0.0001866929563
613	0.0001856818661
614	0.0001852956665
615	0.0001848248505
616	0.0001844837452
617	0.0001832518062
618	0.0001827168439
619	0.0001823500569
620	0.0001813758762
621	0.0001809190515
622	0.0001798241485
623	0.0001795881042
624	0.0001793494876
625	0.0001789411986
626	0.0001786224744
627	0.0001783535541
628	0.0001781052831
629	0.000176700684
630	0.0001758645227
631	0.0001756816792
632	0.0001751949995
633	0.0001744054145
634	0.0001741582136
635	0.0001739208931
636	0.0001737018665
637	0.0001735141432
638	0.0001728345497
639	0.0001721314991
640	0.0001718208403
641	0.000171634001
642	0.0001713204292
643	0.0001709978905
644	0.0001704522608
645	0.00017029621
646	0.0001693180945
647	0.0001691870519
648	0.0001690380834
649	0.0001682560871
650	0.0001679201786
651	0.0001673004497
652	0.0001667255902
653	0.0001655787674
654	0.0001645215345
655	0.0001641552319
656	0.0001639868224
657	0.0001637403272
658	0.0001630700024
659	0.0001627586684
660	0.0001623662153
661	0.0001621047145
662	0.0001613683716
663	0.0001612755576
664	0.0001605285183
665	0.000160284837
666	0.0001596596162
667	0.0001585931675
668	0.0001580826736
669	0.0001579227554
670	0.000157704359
671	0.0001570207391
672	0.0001562344831
673	0.0001551465265
674	0.0001548928748
675	0.0001543153919
676	0.0001533103841
677	0.0001531286621
678	0.0001522465915
679	0.0001520820279
680	0.0001516066498
681	0.0001512514721
682	0.0001508983302
683	0.0001500517963
684	0.0001498299638
685	0.0001495622202
686	0.0001488075905
687	0.0001486021294
688	0.0001480752351
689	0.0001477765173
690	0.0001474534164
691	0.000147365252
692	0.0001471909117
693	0.0001465659613
694	0.0001463078578
695	0.0001460041799
696	0.000145903965
697	0.000145474969
698	0.0001453715971
699	0.0001452248755
700	0.0001447997256
701	0.0001443489364
702	0.0001440313598
703	0.0001437850112
704	0.0001435974522
705	0.0001434609513
706	0.000143289195
707	0.0001430994804
708	0.0001422319892
709	0.0001420603211
710	0.0001418181983
711	0.0001412342045
712	0.0001410009415
713	0.000140719399
714	0.0001405210279
715	0.0001402769661
716	0.0001401089861
717	0.0001393059312
718	0.0001389085075
719	0.0001386447114
720	0.0001384911821
721	0.0001383861631
722	0.0001374198668
723	0.0001372951764
724	0.0001368533848
725	0.0001367511372
726	0.0001366347951
727	0.0001364091767
728	0.0001356311513
729	0.0001355685066
730	0.000135184416
731	0.0001339221653
732	0.0001337810882
733	0.000133606716
734	0.0001335187521
735	0.0001334165223
736	0.0001331169434
737	0.0001320173248
738	0.0001309186572
739	0.0001303276386
740	0.0001301568967
741	0.0001298015423
742	0.0001297020259
743	0.0001292006997
744	0.0001289695622
745	0.0001288119548
746	0.0001284932853
747	0.0001284183307
748	0.0001278932909
749	0.0001277662623
750	0.0001271874
751	0.0001270753225
752	0.0001269556993
753	0.000126842569
754	0.0001267369386
755	0.0001264864805
756	0.0001263845557
757	0.00012548097
758	0.0001254346362
759	0.0001253012301
760	0.0001243152818
761	0.0001240976131
762	0.0001240030073
763	0.0001235704339
764	0.0001227257355
765	0.0001224056156
766	0.0001220429023
767	0.0001219103694
768	0.0001217995083
769	0.0001217223657
770	0.0001211645019
771	0.0001206640626
772	0.0001201278855
773	0.0001200178061
774	0.0001195827064
775	0.000118554731
776	0.0001177335433
777	0.0001175183406
778	0.0001171030461
779	0.0001170049931
780	0.0001168105756
781	0.0001167687005
782	0.0001163604989
783	0.0001162588043
784	0.0001161335928
785	0.0001160506541
786	0.0001160114327
787	0.0001158164505
788	0.0001154767292
789	0.0001152811284
790	0.0001146943691
791	0.0001141062005
792	0.0001138392379
793	0.0001133366329
794	0.0001130590261
795	0.0001129750289
796	0.0001126331128
797	0.0001124195643
798	0.0001123186965
799	0.0001120187024
800	0.0001116673783
801	0.0001113682206
802	0.000110745301
803	0.0001100521503
804	0.0001098285211
805	0.000109644376
806	0.0001095490541
807	0.0001091017936
808	0.0001086788145
809	0.0001085777907
810	0.0001083153879
811	0.0001082026182
812	0.0001080091758
813	0.0001079147575
814	0.0001074608978
815	0.0001073168751
816	0.0001071381321
817	0.0001070804991
818	0.0001070037023
819	0.0001069419799
820	0.0001064088503
821	0.0001060939739
822	0.0001058246638
823	0.0001057392025
824	0.0001056359773
825	0.0001050394125
826	0.0001048000814
827	0.0001046986998
828	0.0001043262605
829	0.0001041734778
830	0.0001038251211
831	0.0001034863042
832	0.0001029624968
833	0.0001028985925
834	0.0001028035314
835	0.0001021220669
836	0.0001019193298
837	0.0001018260892
838	0.0001016833988
839	0.0001010528642
840	0.0001007050649
841	0.000100411036
842	0.0001003241426
843	0.0001001162339
844	9.994952822e-05
845	9.988486112e-05
846	9.942827978e-05
847	9.934158131e-05
848	9.890407472e-05
849	9.873718506e-05
850	9.855410007e-05
851	9.834339892e-05
852	9.831485032e-05
853	9.816008936e-05
854	9.803721221e-05
855	9.793678037e-05
856	9.780672749e-05
857	9.762685485e-05
858	9.742939421e-05
859	9.720720279e-05
860	9.698056204e-05
861	9.630336988e-05
862	9.602601764e-05
863	9.567088336e-05
864	9.557421943e-05
865	9.542619974e-05
866	9.525262961e-05
867	9.510630039e-05
868	9.453929664e-05
869	9.423023441e-05
870	9.399855103e-05
871	9.391718786e-05
872	9.37818524e-05
873	9.357681545e-05
874	9.34429507e-05
875	9.336924913e-05
876	9.332201013e-05
877	9.296238415e-05
878	9.274239678e-05
879	9.249316568e-05
880	9.201559467e-05
881	9.193888729e-05
882	9.182868547e-05
883	9.170527119e-05
884	9.163065558e-05
885	9.139435022e-05
886	9.122880583e-05
887	9.06863058e-05
888	9.058635092e-05
889	9.033324163e-05
890	8.98795918e-05
891	8.975041738e-05
892	8.967074939e-05
893	8.956581885e-05
894	8.954365615e-05
895	8.947153131e-05
896	8.899825873e-05
897	8.891444416e-05
898	8.827511446e-05
899	8.806504147e-05
900	8.78312794e-05
901	8.767507021e-05
902	8.765543334e-05
903	8.729823284e-05
904	8.717774328e-05
905	8.684453907e-05
906	8.640436579e-05
907	8.634273694e-05
908	8.628881841e-05
909	8.593460915e-05
910	8.584366194e-05
911	8.572924938e-05
912	8.527157278e-05
913	8.493868249e-05
914	8.491712337e-05
915	8.478433184e-05
916	8.476674121e-05
917	8.455149689e-05
918	8.438510877e-05
919	8.425034307e-05
920	8.40682034e-05
921	8.397611384e-05
922	8.390546149e-05
923	8.387218523e-05
924	8.380554951e-05
925	8.374720396e-05
926	8.359883445e-05
927	8.354961513e-05
928	8.350690132e-05
929	8.313851639e-05
930	8.242811022e-05
931	8.236729986e-05
932	8.22946494e-05
933	8.208561759e-05
934	8.179851943e-05
935	8.17482921e-05
936	8.163126614e-05
937	8.148276824e-05
938	8.12602629e-05
939	8.114089403e-05
940	8.101748583e-05
941	8.085742305e-05
942	8.078393075e-05
943	8.074098537e-05
944	8.048995078e-05
945	8.033728996e-05
946	8.019871691e-05
947	7.987235097e-05
948	7.973445422e-05
949	7.960225451e-05
950	7.93176312e-05
951	7.925112294e-05
952	7.919352217e-05
953	7.891933054e-05
954	7.877829713e-05
955	7.830153138e-05
956	7.824876265e-05
957	7.812650518e-05
958	7.809685681e-05
959	7.785327892e-05
960	7.772761906e-05
961	7.7512178e-05
962	7.710688264e-05
963	7.692836719e-05
964	7.684564664e-05
965	7.656534667e-05
966	7.610395395e-05
967	7.582792777e-05
968	7.577307434e-05
969	7.57396657e-05
970	7.561975637e-05
971	7.548397042e-05
972	7.536787786e-05
973	7.534107839e-05
974	7.526792199e-05
975	7.51669037e-05
976	7.504782829e-05
977	7.501207733e-05
978	7.473813972e-05
979	7.455888452e-05
980	7.422470344e-05
981	7.417405237e-05
982	7.409994092e-05
983	7.404472223e-05
984	7.373214942e-05
985	7.342343807e-05
986	7.319082888e-05
987	7.302436575e-05
988	7.27336102e-05
989	7.268573342e-05
990	7.252115141e-05
991	7.237856021e-05
992	7.226658075e-05
993	7.217223964e-05
994	7.214259435e-05
995	7.204060192e-05
996	7.167218533e-05
997	7.155594136e-05
998	7.140394715e-05
999	7.136980676e-05
